===
drone_two,2.0,2.0,0.0,P,4.722424030303955
drone_two,60.65,-27.63,0.0,H,20.552980422973633
drone_one,45.65,38.58,0.0,P,24.378175735473633
drone_two,45.65,38.58,0.0,P,34.72727966308594
drone_one,-46.0,4.12,0.0,H,44.73373794555664
drone_two,-46.0,4.12,0.0,H,54.18727493286133
drone_two,1.0,1.0,0.0,P,64.86384582519531
drone_one,45.65,38.58,0.0,P,65.48114776611328
drone_one,-46.0,4.12,0.0,H,45.24201965332031
drone_one,45.65,38.58,0.0,P,27.639875411987305
drone_one,-46.0,4.12,0.0,H,9.872459411621094
drone_one,0.0,0.0,0.0,P,0.8349862098693848
===
drone_one,45.65,38.58,0.0,P,25.64708709716797
drone_one,30.55,-26.11,0.0,H,19.95718765258789
drone_one,2.0,2.0,0.0,P,16.080068588256836
drone_one,-46.0,4.12,0.0,H,10.562078475952148
drone_one,45.65,38.58,0.0,P,24.01709747314453
drone_one,16.78,20.71,0.0,H,30.22745132446289
drone_one,0.0,0.0,0.0,P,34.90782165527344
===
drone_two,2.0,2.0,0.0,P,39.161949157714844
drone_one,45.65,38.58,0.0,P,30.816503524780273
drone_one,-46.0,4.12,0.0,H,9.421184539794922
drone_one,2.0,2.0,0.0,P,4.734684944152832
drone_two,-46.0,4.12,0.0,H,6.9586687088012695
drone_one,16.78,20.71,0.0,H,11.300195693969727
drone_one,2.0,2.0,0.0,P,19.021839141845703
drone_one,16.78,20.71,0.0,H,26.134021759033203
drone_two,45.65,38.58,0.0,P,30.036577224731445
drone_one,0.0,0.0,0.0,P,33.2762451171875
drone_two,16.78,20.71,0.0,H,39.14578628540039
drone_two,1.0,1.0,0.0,P,45.75729751586914
===
drone_two,5.0,5.0,0.0,H,29.523710250854492
===
drone_two,5.0,5.0,0.0,H,54.894287109375
===
drone_two,5.0,5.0,0.0,H,12.436556816101074
===
drone_two,5.0,5.0,0.0,H,68.25175476074219
===
drone_two,5.0,5.0,0.0,H,32.345115661621094
drone_two,1.0,1.0,0.0,H,30.106435775756836
drone_one,5.0,5.0,0.0,H,23.770750045776367
drone_one,0.0,0.0,0.0,H,18.836851119995117
===
drone_two,5.0,5.0,0.0,H,46.81578063964844
===
drone_two,5.0,5.0,0.0,H,24.77220916748047
drone_two,1.0,1.0,0.0,H,22.64093017578125
===
drone_two,5.0,5.0,0.0,H,11.649375915527344
===
drone_two,5.0,5.0,0.0,H,36.75299835205078
===
drone_two,5.0,5.0,0.0,H,61.491878509521484
drone_two,1.0,1.0,0.0,H,64.66132354736328
drone_one,5.0,5.0,0.0,H,67.19623565673828
drone_one,0.0,0.0,0.0,H,52.54349899291992
===
drone_two,5.0,5.0,0.0,H,14.147393226623535
drone_two,1.0,1.0,0.0,H,11.90182113647461
drone_one,5.0,5.0,0.0,H,9.003508567810059
drone_one,0.0,0.0,0.0,H,2.3861985206604004
===
drone_two,5.0,5.0,0.0,H,27.251779556274414
drone_two,1.0,1.0,0.0,H,30.43915557861328
drone_one,5.0,5.0,0.0,H,32.818389892578125
drone_one,0.0,0.0,0.0,H,39.129878997802734
===
drone_two,5.0,5.0,0.0,H,54.478973388671875
===
drone_two,5.0,5.0,0.0,H,28.834705352783203
===
drone_two,5.0,5.0,0.0,H,0.36409854888916016
drone_two,1.0,1.0,0.0,H,2.2575302124023438
drone_one,5.0,5.0,0.0,H,6.272391319274902
drone_one,0.0,0.0,0.0,H,9.49334716796875
===
drone_two,5.0,5.0,0.0,H,30.070602416992188
drone_two,1.0,1.0,0.0,H,33.279911041259766
drone_one,5.0,5.0,0.0,H,35.344871520996094
===
drone_two,5.0,5.0,0.0,H,55.939788818359375
drone_two,1.0,1.0,0.0,H,59.217628479003906
===
drone_two,5.0,5.0,0.0,H,47.09853744506836
drone_two,1.0,1.0,0.0,H,43.78842544555664
drone_one,5.0,5.0,0.0,H,42.199310302734375
drone_one,0.0,0.0,0.0,H,39.00048065185547
===
drone_two,5.0,5.0,0.0,H,18.899553298950195
drone_two,1.0,1.0,0.0,H,15.83803939819336
drone_one,5.0,5.0,0.0,H,13.657266616821289
===
drone_two,5.0,5.0,0.0,H,20.42110824584961
===
drone_two,5.0,5.0,0.0,H,45.553741455078125
===
drone_two,5.0,5.0,0.0,H,60.32659912109375
===
drone_two,5.0,5.0,0.0,H,23.637950897216797
===
drone_two,5.0,5.0,0.0,H,0.5659537315368652
drone_two,1.0,1.0,0.0,H,3.48061466217041
drone_one,5.0,5.0,0.0,H,5.566596031188965
drone_one,0.0,0.0,0.0,H,9.080961227416992
